second,minute,angry,disgust,fear,happy,sad,surprised,neutral
1521,26,0,0,0,0,0,0,0
1522,26,0,0,0,0,0,0,0
1523,26,0,0,0,0,0,0,0
1524,26,0,0,0,0,0,0,0
1525,26,0,0,0,0,0,0,0
1526,26,0,0,0,0,0,0,0
1527,26,0,0,0,0,0,0,0
1528,26,0,0,0,0,0,0,0
1529,26,0,0,0,0,0,0,0
1530,26,0,0,0,0,0,0,0
1531,26,0,0,0,0,0,0,0
1532,26,0,0,0,0,0,0,0
1533,26,0,0,0,0,0,0,0
1534,26,0,0,0,0,0,0,0
1535,26,0,0,0,0,0,0,0
1536,26,0,0,0,0,0,0,0
1537,26,0,0,0,0,0,0,0
1538,26,0,0,0,0,0,0,0
1539,26,0,0,0,0,1,0,0
1540,26,0,0,0,0,0,0,0
1541,26,0,0,0,0,0,0,0
1542,26,0,0,0,0,0,0,0
1543,26,0,0,0,0,0,0,0
1544,26,0,0,0,0,0,0,0
1545,26,0,0,0,0,0,0,0
1546,26,0,0,0,0,0,0,0
1547,26,0,0,0,0,0,0,0
1548,26,0,0,0,0,1,0,0
1549,26,0,0,0,0,0,0,0
1550,26,0,0,0,0,0,0,0
1551,26,0,0,0,0,0,0,0
1552,26,0,0,0,0,0,0,0
1553,26,0,0,0,0,0,0,1
1554,26,0,0,0,0,0,0,1
1555,26,0,0,0,0,0,0,0
1556,26,0,0,0,0,0,0,0
1557,26,0,0,0,0,0,0,0
1558,26,0,0,0,0,0,0,0
1559,26,0,0,0,0,0,0,0
1560,26,0,0,0,0,0,0,0
1561,27,0,0,0,0,0,0,0
1562,27,0,0,0,0,0,0,0
1563,27,0,0,0,0,0,0,0
1564,27,0,0,0,0,0,0,0
1565,27,0,0,0,0,0,0,0
1566,27,0,0,0,0,0,0,0
1567,27,0,0,0,0,0,0,0
1568,27,0,0,0,0,0,0,0
1569,27,0,0,0,0,0,0,0
1570,27,0,0,0,0,0,0,0
1571,27,0,0,0,0,0,0,0
1572,27,0,0,0,0,0,0,0
1573,27,0,0,0,0,0,0,0
1574,27,0,0,0,0,0,0,0
1575,27,0,0,0,0,0,0,0
1576,27,0,0,0,0,0,0,0
1577,27,0,0,0,0,0,0,0
1578,27,0,0,0,0,0,0,0
1579,27,0,0,0,0,0,0,0
1580,27,0,0,0,0,0,0,0
1581,27,0,0,0,0,0,0,0
1582,27,0,0,0,0,0,0,0
1583,27,0,0,0,0,0,0,0
1584,27,0,0,0,0,0,0,0
1585,27,0,0,0,0,0,0,0
1586,27,0,0,0,0,0,0,0
1587,27,0,0,0,0,1,0,0
1588,27,0,0,0,1,0,0,0
1589,27,0,0,0,0,0,0,0
1590,27,0,0,0,0,0,0,0
1591,27,0,0,0,0,0,0,0
1592,27,0,0,0,0,0,0,0
1593,27,0,0,0,0,0,0,0
1594,27,0,0,0,0,0,0,0
1595,27,0,0,0,0,0,0,0
1596,27,0,0,0,0,0,0,0
1597,27,0,0,0,0,0,0,0
1598,27,0,0,0,0,0,0,0
1599,27,0,0,0,0,0,0,0
1600,27,0,0,0,0,0,0,0
1601,27,0,0,0,0,0,0,0
1602,27,0,0,0,0,0,0,0
1603,27,0,0,0,0,0,0,0
1604,27,0,0,0,0,1,0,0
1605,27,0,0,0,0,0,0,0
1606,27,0,0,0,0,0,0,0
1607,27,0,0,0,0,0,0,0
1608,27,0,0,0,0,0,0,0
1609,27,0,0,0,0,0,0,0
1610,27,0,0,0,0,0,0,0
1611,27,0,0,0,0,0,0,0
1612,27,0,0,0,0,0,0,0
1613,27,0,0,0,0,0,0,1
1614,27,0,0,0,0,0,0,0
1615,27,1,0,0,0,0,0,1
1616,27,0,0,0,0,0,0,0
1617,27,0,0,0,0,0,0,0
1618,27,0,0,0,0,0,0,1
1619,27,0,0,0,0,0,0,1
1620,27,0,0,0,0,0,0,0
1621,28,0,0,0,0,0,0,0
1622,28,0,0,0,0,0,0,0
1623,28,0,0,0,0,0,0,0
1624,28,0,0,0,0,0,0,0
1625,28,0,0,0,0,0,0,0
1626,28,0,0,0,0,0,0,0
1627,28,0,0,0,0,0,0,0
1628,28,0,0,0,0,0,0,0
1629,28,0,0,0,0,0,0,0
1630,28,0,0,0,0,0,0,0
1631,28,0,0,0,0,0,0,0
1632,28,0,0,0,0,0,0,0
1633,28,0,0,0,0,0,0,0
1634,28,0,0,0,1,0,0,0
1635,28,0,0,0,1,0,0,0
1636,28,0,0,0,1,0,0,0
1637,28,0,0,0,0,0,0,0
1638,28,0,0,0,0,1,0,0
1639,28,0,0,0,0,0,0,0
1640,28,0,0,0,0,0,0,0
1641,28,0,0,0,0,0,0,0
1642,28,0,0,0,0,0,0,0
1643,28,0,0,0,0,0,0,0
1644,28,0,0,0,0,0,0,0
1645,28,0,0,0,0,0,0,0
1646,28,0,0,0,0,0,0,0
1647,28,0,0,0,0,1,0,0
1648,28,0,0,0,0,1,0,0
1649,28,0,0,0,0,1,0,0
1650,28,0,0,0,1,0,0,0
1651,28,0,0,0,0,0,0,0
1652,28,0,0,0,1,0,0,0
1653,28,0,0,0,0,0,0,0
1654,28,0,0,0,0,0,0,0
1655,28,0,0,0,0,0,0,0
1656,28,0,0,0,0,0,0,0
1657,28,0,0,0,0,0,0,1
1658,28,0,0,0,1,0,0,0
1659,28,1,0,0,0,0,0,0
1660,28,0,0,0,0,0,0,1
1661,28,0,0,0,0,0,0,1
1662,28,0,0,0,0,0,0,1
1663,28,0,0,0,0,0,0,1
1664,28,0,0,0,0,0,0,0
1665,28,0,0,0,0,0,0,0
1666,28,0,0,0,0,0,0,0
1667,28,0,0,0,0,0,0,0
1668,28,0,0,0,1,0,0,0
1669,28,0,0,0,0,1,0,0
1670,28,0,0,0,0,0,0,0
1671,28,0,0,0,0,0,0,0
1672,28,0,0,0,0,1,0,0
1673,28,0,0,0,0,0,0,0
1674,28,0,0,0,0,0,0,0
1675,28,0,0,0,0,0,1,1
1676,28,0,0,0,0,0,0,1
1677,28,0,0,0,0,0,0,1
1678,28,0,0,0,0,0,0,0
1679,28,0,0,0,1,0,0,1
1680,28,0,0,0,0,0,0,0
1681,29,0,0,1,0,0,0,0
1682,29,1,0,0,1,0,0,0
1683,29,0,0,0,1,0,0,0
1684,29,0,0,0,1,0,0,0
1685,29,0,0,0,1,0,0,0
1686,29,0,0,0,0,0,0,0
1687,29,0,0,0,1,0,0,0
1688,29,0,0,0,0,0,0,0
1689,29,0,0,0,0,0,1,0
1690,29,0,0,0,1,0,0,0
1691,29,0,0,0,1,0,0,0
1692,29,0,0,0,0,0,0,0
1693,29,0,0,0,0,0,0,0
1694,29,0,0,0,0,0,0,0
1695,29,0,0,0,0,0,0,0
1696,29,0,0,0,1,0,0,0
1697,29,0,0,0,2,0,0,0
1698,29,0,0,0,1,0,0,0
1699,29,0,0,0,0,0,0,0
1700,29,0,0,0,1,0,0,0
1701,29,0,0,0,0,0,0,0
1702,29,0,0,0,0,0,0,0
1703,29,0,0,0,0,0,0,0
1704,29,0,0,0,0,0,0,1
1705,29,0,0,0,0,0,0,1
1706,29,0,0,0,0,0,0,0
1707,29,0,0,0,1,0,0,0
1708,29,0,0,0,0,0,0,0
1709,29,0,0,0,0,0,0,0
1710,29,0,0,0,0,0,0,0
1711,29,0,0,0,0,0,0,0
1712,29,0,0,0,0,0,1,0
1713,29,0,0,0,0,0,0,0
1714,29,0,0,0,1,0,0,0
1715,29,0,0,0,1,0,0,0
1716,29,0,0,0,0,0,0,0
1717,29,0,0,0,0,0,0,0
1718,29,0,0,0,0,0,0,0
1719,29,0,0,0,0,0,0,0
1720,29,0,0,0,0,0,0,1
1721,29,0,0,0,0,0,0,0
1722,29,0,0,0,0,0,0,0
1723,29,0,0,0,0,0,0,0
1724,29,0,0,0,0,0,0,0
1725,29,0,0,0,0,0,0,1
1726,29,0,0,0,0,0,0,0
1727,29,0,0,0,0,0,0,0
1728,29,0,0,0,0,0,0,0
1729,29,0,0,0,0,0,1,0
1730,29,0,0,0,0,0,1,0
1731,29,0,0,0,0,0,1,0
1732,29,0,0,0,0,0,0,1
1733,29,0,0,0,0,0,0,0
1734,29,0,0,0,0,1,0,0
1735,29,0,0,0,0,0,0,0
1736,29,0,0,0,1,0,0,0
1737,29,0,0,0,0,0,0,0
1738,29,0,0,0,0,0,0,0
1739,29,0,0,0,0,0,0,0
1740,29,0,0,0,1,0,0,0
1741,30,0,0,0,0,0,0,0
1742,30,0,0,0,0,0,0,0
1743,30,0,0,0,0,0,0,0
1744,30,0,0,0,1,0,0,0
1745,30,0,0,0,1,0,0,0
1746,30,1,0,0,0,0,0,0
1747,30,0,0,0,1,0,0,0
1748,30,0,0,0,0,0,0,0
1749,30,0,0,0,1,0,0,0
1750,30,0,0,0,0,0,0,1
1751,30,0,0,0,0,0,0,0
1752,30,0,0,0,1,0,0,0
1753,30,0,0,0,1,0,0,0
1754,30,0,0,0,1,0,0,0
1755,30,0,0,0,0,0,1,0
1756,30,0,0,0,0,0,1,0
1757,30,0,0,0,0,0,0,0
1758,30,0,0,0,1,0,0,0
1759,30,0,0,0,1,0,0,0
1760,30,0,0,0,1,0,0,0
1761,30,0,0,0,0,0,0,0
1762,30,0,0,0,0,0,1,0
1763,30,0,0,0,0,0,0,0
1764,30,0,0,0,0,0,1,0
1765,30,0,0,0,1,0,0,0
1766,30,0,0,0,1,0,0,0
1767,30,0,0,0,0,0,0,0
1768,30,0,0,0,1,0,0,0
1769,30,0,0,0,1,0,0,0
1770,30,0,0,0,1,0,0,0
1771,30,0,0,0,0,0,0,0
1772,30,0,0,0,0,0,0,0
1773,30,0,0,0,0,0,0,0
1774,30,0,0,0,0,0,0,0
1775,30,0,0,0,0,0,1,0
1776,30,0,0,0,0,0,0,0
1777,30,0,0,0,0,0,0,0
1778,30,0,0,0,0,0,0,0
1779,30,0,0,0,1,0,0,0
1780,30,0,0,0,1,0,0,0
1781,30,0,0,0,1,0,0,0
1782,30,0,0,0,0,0,0,0
1783,30,0,0,0,0,0,0,0
1784,30,0,0,0,0,1,0,0
1785,30,0,0,0,0,0,0,0
1786,30,0,0,0,0,0,0,0
1787,30,0,0,0,0,0,0,0
1788,30,0,0,0,0,0,0,0
1789,30,0,0,0,0,0,0,0
1790,30,0,0,0,0,0,0,0
1791,30,0,0,0,0,0,0,0
1792,30,0,0,0,0,0,0,0
1793,30,0,0,0,0,0,0,0
1794,30,0,0,0,0,0,0,0
1795,30,0,0,0,0,0,0,0
1796,30,0,0,0,0,0,0,1
1797,30,0,0,0,0,0,0,0
1798,30,0,0,0,0,0,0,0
1799,30,0,0,0,0,0,0,0
1800,30,0,0,0,0,0,0,0
1801,31,0,0,0,0,0,0,1
1802,31,0,0,0,1,0,0,0
1803,31,0,0,0,0,0,0,0
1804,31,0,0,0,1,0,0,0
1805,31,1,0,0,0,0,0,0
1806,31,0,0,0,1,0,0,0
1807,31,0,0,0,0,0,0,0
1808,31,0,0,0,1,0,0,0
1809,31,0,0,0,0,1,0,0
1810,31,0,0,0,0,0,0,0
1811,31,0,0,0,0,0,0,0
1812,31,0,0,0,0,1,0,0
1813,31,0,0,0,0,0,0,0
1814,31,0,0,0,0,0,0,0
1815,31,0,0,0,0,0,0,0
1816,31,0,0,0,0,0,0,0
1817,31,0,0,0,0,0,0,0
1818,31,0,0,0,0,1,0,0
1819,31,0,0,0,0,0,0,1
1820,31,0,0,0,0,0,0,0
1821,31,0,0,0,0,0,0,0
1822,31,0,0,0,0,0,0,0
1823,31,0,0,0,0,0,0,0
1824,31,0,0,0,0,0,0,0
1825,31,0,0,0,0,0,0,0
1826,31,0,0,0,0,0,0,0
1827,31,0,0,0,0,0,0,0
1828,31,0,0,0,0,0,0,0
1829,31,0,0,0,0,0,0,0
1830,31,0,0,0,0,0,0,0
1831,31,0,0,0,0,0,0,0
1832,31,0,0,0,1,0,0,0
1833,31,0,0,0,0,0,0,0
1834,31,0,0,0,0,0,0,0
1835,31,0,0,0,0,0,0,0
1836,31,0,0,0,0,0,0,0
1837,31,0,0,0,0,0,0,0
1838,31,0,0,0,0,0,0,0
1839,31,0,0,0,0,0,0,0
1840,31,0,0,0,0,0,0,0
1841,31,0,0,0,0,0,0,0
1842,31,0,0,0,0,0,0,0
1843,31,0,0,0,0,0,0,0
1844,31,0,0,0,0,0,0,0
1845,31,0,0,0,0,0,0,1
1846,31,0,0,0,0,0,0,0
1847,31,0,0,0,0,0,0,1
1848,31,0,0,0,0,0,0,1
1849,31,0,0,0,0,0,0,1
1850,31,0,0,0,0,0,0,0
1851,31,0,0,0,0,0,0,1
1852,31,0,0,0,0,0,0,1
1853,31,0,0,0,0,1,0,1
1854,31,0,0,0,0,0,0,0
1855,31,0,0,0,0,0,0,0
1856,31,0,0,0,0,0,0,0
1857,31,0,0,0,0,0,0,0
1858,31,0,0,0,0,0,0,0
1859,31,0,0,0,0,0,0,0
1860,31,0,0,0,0,0,0,0
1861,32,0,0,0,0,0,0,0
1862,32,0,0,0,0,0,0,0
1863,32,0,0,0,0,0,0,0
1864,32,0,0,0,0,0,0,0
1865,32,0,0,0,0,0,0,0
1866,32,0,0,0,0,0,0,0
1867,32,0,0,0,0,0,0,0
1868,32,0,0,0,0,0,0,0
1869,32,0,0,0,0,0,0,0
1870,32,0,0,0,0,0,0,1
1871,32,0,0,0,0,0,0,0
1872,32,0,0,0,0,0,0,0
1873,32,0,0,0,0,0,0,0
1874,32,0,0,0,0,0,0,0
1875,32,0,0,0,0,0,0,0
1876,32,0,0,0,0,0,0,0
1877,32,0,0,0,0,0,0,0
1878,32,0,0,0,0,0,0,0
1879,32,0,0,0,0,0,0,0
1880,32,0,0,0,0,0,0,0
1881,32,0,0,0,0,0,0,0
1882,32,0,0,0,0,0,0,0
1883,32,0,0,0,0,0,0,0
1884,32,0,0,0,0,0,0,0
1885,32,0,0,0,0,0,0,0
1886,32,0,0,0,0,0,0,0
1887,32,0,0,0,0,0,0,0
1888,32,0,0,0,0,0,0,0
1889,32,0,0,0,0,0,0,0
1890,32,0,0,0,0,0,0,0
1891,32,0,0,0,0,0,0,0
1892,32,0,0,0,0,0,0,0
1893,32,0,0,0,0,0,0,0
1894,32,0,0,0,0,0,0,0
1895,32,0,0,0,0,0,0,0
1896,32,0,0,0,0,0,0,0
1897,32,0,0,0,0,0,0,0
1898,32,0,0,0,0,0,0,0
1899,32,0,0,0,0,0,0,0
1900,32,0,0,0,0,0,0,0
1901,32,0,0,0,0,0,0,0
1902,32,0,0,0,0,0,0,0
1903,32,0,0,0,0,0,0,0
1904,32,0,0,0,0,0,0,0
1905,32,0,0,0,0,0,0,0
1906,32,0,0,0,0,0,0,0
1907,32,0,0,0,0,0,0,0
1908,32,0,0,0,0,0,0,0
1909,32,0,0,0,0,0,0,0
1910,32,0,0,0,0,0,0,0
1911,32,0,0,0,0,0,0,0
1912,32,0,0,0,0,0,0,0
1913,32,0,0,0,0,0,0,0
1914,32,0,0,0,0,0,0,0
1915,32,0,0,0,0,0,0,0
1916,32,0,0,0,0,0,0,0
1917,32,0,0,0,0,0,0,1
1918,32,0,0,0,0,0,0,1
1919,32,0,0,0,0,0,0,0
1920,32,0,0,0,0,0,0,0
1921,33,0,0,0,0,0,0,0
1922,33,0,0,0,0,0,0,0
1923,33,0,0,0,0,0,0,0
1924,33,0,0,0,0,0,0,0
1925,33,0,0,0,0,0,0,0
1926,33,0,0,0,0,0,0,0
1927,33,0,0,0,0,0,0,0
1928,33,0,0,0,0,0,0,0
1929,33,0,0,0,0,0,0,0
1930,33,0,0,0,0,0,0,0
1931,33,0,0,0,0,0,0,0
1932,33,0,0,0,0,0,0,0
1933,33,0,0,0,0,0,0,0
1934,33,0,0,0,0,0,0,0
1935,33,0,0,0,0,0,0,0
1936,33,0,0,0,0,0,0,0
1937,33,0,0,0,0,0,0,0
1938,33,0,0,0,0,0,0,0
1939,33,0,0,0,0,0,0,0
1940,33,0,0,0,0,0,0,0
1941,33,0,0,0,0,0,0,0
1942,33,0,0,0,0,0,0,0
1943,33,0,0,0,0,0,0,0
1944,33,0,0,0,0,0,0,0
1945,33,0,0,0,0,0,0,0
1946,33,0,0,0,0,0,0,0
1947,33,0,0,0,0,0,0,0
1948,33,0,0,0,0,0,0,0
1949,33,0,0,0,0,0,0,0
1950,33,0,0,0,0,0,0,0
1951,33,0,0,0,0,0,0,0
1952,33,0,0,0,0,0,0,0
1953,33,0,0,0,0,0,0,0
1954,33,0,0,0,0,0,0,0
1955,33,0,0,0,1,0,0,0
1956,33,0,0,0,0,0,0,0
1957,33,0,0,0,0,0,0,0
1958,33,0,0,0,0,1,0,0
1959,33,0,0,0,0,0,0,0
1960,33,0,0,0,0,0,0,0
1961,33,0,0,0,0,0,0,0
1962,33,0,0,0,0,0,0,0
1963,33,0,0,0,1,0,0,0
1964,33,0,0,0,1,0,0,0
1965,33,0,0,0,1,0,0,0
1966,33,0,0,0,0,0,0,0
1967,33,0,0,0,0,0,0,0
1968,33,0,0,0,1,0,0,0
1969,33,0,0,0,0,0,0,0
1970,33,0,0,0,0,0,0,0
1971,33,0,0,0,0,0,0,0
1972,33,0,0,0,0,0,0,0
1973,33,0,0,0,1,0,0,0
1974,33,0,0,0,1,0,0,0
1975,33,0,0,0,1,0,0,0
1976,33,0,0,0,1,0,0,0
1977,33,0,0,0,1,0,0,0
1978,33,0,0,0,0,0,0,0
1979,33,0,0,0,0,0,0,0
1980,33,0,0,0,1,0,0,0
1981,34,0,0,0,1,0,0,0
1982,34,0,0,0,0,0,0,0
1983,34,0,0,0,0,0,0,0
1984,34,0,0,0,0,0,0,0
1985,34,0,0,0,0,0,0,0
1986,34,0,0,0,0,0,0,0
1987,34,0,0,0,0,0,0,0
1988,34,0,0,0,0,0,0,0
1989,34,0,0,0,0,0,0,0
1990,34,0,0,0,0,1,0,0
1991,34,0,0,0,0,0,0,0
1992,34,1,0,0,0,0,0,0
1993,34,0,0,0,0,0,0,0
1994,34,0,0,0,0,0,0,0
1995,34,0,0,0,0,0,0,0
1996,34,0,0,0,0,0,0,0
1997,34,0,0,0,0,0,0,0
1998,34,0,0,0,0,0,0,0
1999,34,0,0,0,0,0,0,0
2000,34,0,0,0,0,0,0,0
2001,34,0,0,0,0,0,0,0
2002,34,0,0,0,0,0,0,0
2003,34,0,0,0,0,0,0,0
2004,34,0,0,0,0,0,0,0
2005,34,0,0,0,0,0,0,0
2006,34,0,0,0,0,0,0,0
2007,34,0,0,0,0,0,0,0
2008,34,0,0,0,0,0,0,0
2009,34,0,0,0,0,0,0,0
2010,34,0,0,0,0,0,0,0
2011,34,0,0,0,0,0,0,0
2012,34,0,0,0,0,0,0,0
2013,34,0,0,0,0,0,0,0
2014,34,0,0,0,0,0,0,0
2015,34,0,0,0,0,0,0,0
2016,34,0,0,0,0,0,0,0
2017,34,0,0,0,0,0,0,0
2018,34,0,0,0,0,0,0,0
2019,34,0,0,0,0,0,0,0
2020,34,0,0,0,0,0,0,0
2021,34,0,0,0,0,0,0,0
2022,34,0,0,0,0,0,0,0
2023,34,0,0,0,0,0,0,0
2024,34,0,0,0,0,0,0,0
2025,34,0,0,0,0,0,0,0
2026,34,0,0,0,0,0,0,0
2027,34,0,0,0,0,0,0,0
2028,34,0,0,0,0,0,0,0
2029,34,0,0,0,0,0,0,0
2030,34,0,0,0,0,0,0,0
2031,34,0,0,0,0,0,0,0
2032,34,0,0,0,0,0,0,0
2033,34,0,0,0,0,0,0,0
2034,34,0,0,0,0,0,0,0
2035,34,0,0,0,0,0,0,0
2036,34,0,0,0,0,0,0,0
2037,34,0,0,0,0,0,0,0
2038,34,0,0,0,0,0,0,0
2039,34,1,0,0,0,0,0,0
2040,34,0,0,0,0,0,0,0
2041,35,0,0,0,0,0,0,0
2042,35,0,0,0,0,0,0,0
2043,35,0,0,0,0,0,0,0
2044,35,0,0,0,0,0,0,0
2045,35,0,0,0,0,0,0,0
2046,35,0,0,0,0,0,0,0
2047,35,0,0,0,0,0,0,0
2048,35,0,0,0,0,0,0,0
2049,35,0,0,0,0,0,0,0
2050,35,0,0,0,0,0,0,0
2051,35,0,0,0,0,0,0,0
2052,35,0,0,0,0,0,0,0
2053,35,0,0,0,0,0,0,0
2054,35,0,0,0,0,0,0,0
2055,35,0,0,0,0,0,0,0
2056,35,0,0,0,0,1,0,0
2057,35,0,0,0,0,0,0,0
2058,35,0,0,0,0,1,0,0
2059,35,0,0,0,0,0,0,0
2060,35,0,0,0,0,0,0,0
2061,35,0,0,0,0,0,0,0
2062,35,0,0,0,0,0,0,0
2063,35,0,0,0,0,0,0,0
2064,35,0,0,0,0,0,0,0
2065,35,0,0,0,0,0,0,0
2066,35,0,0,0,0,0,0,0
2067,35,0,0,0,0,0,0,1
2068,35,0,0,0,0,0,0,1
2069,35,0,0,0,0,0,0,0
2070,35,1,0,0,0,0,0,0
2071,35,0,0,0,0,0,0,1
2072,35,0,0,0,0,0,0,0
2073,35,0,0,0,0,0,0,0
2074,35,0,0,0,0,0,0,0
2075,35,0,0,0,0,0,0,0
2076,35,0,0,0,0,0,0,0
2077,35,0,0,0,0,0,0,0
2078,35,0,0,0,0,0,0,0
2079,35,0,0,0,0,0,0,0
2080,35,0,0,0,0,0,0,0
2081,35,0,0,0,0,0,0,0
2082,35,0,0,0,0,0,0,0
2083,35,0,0,0,0,0,0,0
2084,35,0,0,0,0,0,0,0
2085,35,0,0,0,0,0,0,0
2086,35,0,0,0,0,0,0,0
2087,35,0,0,0,0,0,0,0
2088,35,0,0,0,0,0,0,0
2089,35,0,0,0,0,0,0,0
2090,35,0,0,0,0,0,0,0
2091,35,0,0,0,0,0,0,0
2092,35,0,0,0,0,0,0,0
2093,35,0,0,0,0,0,0,0
2094,35,0,0,0,0,0,0,0
2095,35,0,0,0,0,1,0,0
2096,35,0,0,0,1,0,0,0
2097,35,0,0,0,0,0,0,0
2098,35,0,0,0,0,0,0,0
2099,35,0,0,0,0,0,0,0
2100,35,1,0,0,0,0,0,0
2101,36,0,0,0,0,0,0,0
2102,36,0,0,0,0,0,0,0
2103,36,0,0,0,0,0,0,0
2104,36,0,0,0,1,0,0,0
2105,36,0,0,0,0,0,0,0
2106,36,1,0,0,0,0,1,0
2107,36,0,0,0,0,0,0,0
2108,36,0,0,0,0,0,0,0
2109,36,0,0,0,0,0,0,0
2110,36,0,0,0,0,0,0,0
2111,36,1,0,0,0,0,0,0
2112,36,0,0,0,0,0,0,0
2113,36,0,0,0,0,0,0,0
2114,36,0,0,0,0,0,0,0
2115,36,0,0,0,0,0,0,0
2116,36,0,0,0,0,0,0,0
2117,36,0,0,0,0,0,0,0
2118,36,0,0,0,0,0,0,0
2119,36,0,0,0,0,0,0,0
2120,36,0,0,0,0,0,0,0
2121,36,0,0,0,0,0,0,0
2122,36,0,0,0,0,0,0,0
2123,36,0,0,0,1,0,0,0
2124,36,0,0,0,0,0,0,0
2125,36,0,0,0,0,0,0,0
2126,36,0,0,0,0,0,0,0
2127,36,0,0,0,0,0,0,0
2128,36,0,0,0,0,0,0,0
2129,36,0,0,0,0,0,0,0
2130,36,0,0,0,0,0,0,0
2131,36,0,0,0,0,0,0,0
2132,36,0,0,0,0,0,0,0
2133,36,0,0,0,0,0,0,0
2134,36,0,0,0,0,0,0,0
2135,36,0,0,0,0,0,0,0
2136,36,0,0,0,0,0,0,0
2137,36,0,0,0,0,0,0,0
2138,36,0,0,0,0,0,0,0
2139,36,0,0,0,0,0,0,0
2140,36,0,0,0,0,0,0,0
2141,36,0,0,0,0,0,0,0
2142,36,0,0,0,0,0,0,0
2143,36,0,0,0,0,0,0,0
2144,36,1,0,0,0,0,0,0
2145,36,0,0,0,0,0,0,0
2146,36,0,0,0,0,0,0,0
2147,36,0,0,0,0,0,0,0
2148,36,0,0,0,0,0,0,0
2149,36,0,0,0,0,0,0,0
2150,36,0,0,0,0,0,0,0
2151,36,0,0,0,0,0,0,0
2152,36,0,0,0,0,0,0,0
2153,36,0,0,0,0,0,0,0
2154,36,0,0,0,0,0,0,0
2155,36,0,0,0,0,0,0,0
2156,36,0,0,0,0,0,0,0
2157,36,0,0,0,0,0,0,0
2158,36,0,0,0,0,1,0,0
2159,36,0,0,0,0,0,0,0
2160,36,0,0,0,0,0,0,0
2161,37,0,0,0,0,0,0,0
2162,37,0,0,0,0,0,0,0
2163,37,0,0,0,0,0,0,0
2164,37,0,0,0,0,0,0,0
2165,37,0,0,0,0,0,0,0
2166,37,0,0,0,0,0,0,0
2167,37,0,0,0,0,0,0,0
2168,37,0,0,0,0,0,0,0
2169,37,0,0,0,0,0,0,0
2170,37,0,0,0,0,0,0,0
2171,37,0,0,0,0,0,0,0
2172,37,0,0,0,0,0,0,0
2173,37,0,0,0,0,1,0,0
2174,37,0,0,0,0,0,0,0
2175,37,0,0,0,0,0,0,0
2176,37,0,0,0,0,0,0,0
2177,37,0,0,0,0,0,0,0
2178,37,0,0,0,0,0,0,0
2179,37,0,0,0,0,0,0,0
2180,37,1,0,0,0,0,0,0
2181,37,0,0,0,0,0,0,0
2182,37,0,0,0,0,0,0,0
2183,37,0,0,0,0,0,0,0
2184,37,0,0,0,0,0,0,0
2185,37,0,0,0,0,0,0,0
2186,37,0,0,0,0,0,0,1
2187,37,0,0,0,0,1,0,0
2188,37,0,0,0,0,0,0,0
2189,37,0,0,0,0,0,0,0
2190,37,0,0,0,0,0,0,0
2191,37,0,0,0,0,0,0,0
2192,37,0,0,0,0,0,0,0
2193,37,0,0,0,0,0,0,0
2194,37,0,0,0,0,0,0,0
2195,37,0,0,0,0,0,0,0
2196,37,0,0,0,0,0,0,0
2197,37,0,0,0,0,0,1,0
2198,37,0,0,0,0,0,0,0
2199,37,0,0,0,0,1,0,0
2200,37,0,0,0,0,0,0,0
2201,37,0,0,0,0,0,0,0
2202,37,0,0,0,0,0,0,0
2203,37,0,0,0,0,0,0,0
2204,37,0,0,0,0,0,0,0
2205,37,0,0,0,0,0,0,0
2206,37,0,0,0,0,0,0,0
2207,37,0,0,0,0,0,0,0
2208,37,1,0,0,0,0,0,1
2209,37,0,0,0,0,0,0,0
2210,37,0,0,0,0,0,0,0
2211,37,0,0,0,0,0,0,0
2212,37,0,0,0,0,0,0,0
2213,37,0,0,0,0,0,0,0
2214,37,0,0,0,0,0,0,0
2215,37,0,0,0,0,0,0,0
2216,37,0,0,0,0,0,0,0
2217,37,0,0,0,0,0,0,0
2218,37,0,0,0,0,0,0,0
2219,37,0,0,0,0,0,0,0
2220,37,0,0,0,1,0,1,0
2221,38,0,0,0,0,0,0,0
2222,38,0,0,0,0,0,0,0
2223,38,0,0,0,0,0,0,0
2224,38,0,0,0,0,0,0,0
2225,38,0,0,0,0,0,0,0
2226,38,0,0,0,0,0,0,0
2227,38,0,0,0,0,0,0,0
2228,38,0,0,0,1,0,0,0
2229,38,0,0,0,0,0,0,0
2230,38,0,0,0,0,0,0,0
2231,38,0,0,0,1,0,0,0
2232,38,0,0,0,0,0,0,0
2233,38,0,0,0,1,0,0,0
2234,38,0,0,0,0,0,0,0
2235,38,0,0,0,0,0,1,0
2236,38,0,0,0,0,0,0,0
2237,38,0,0,0,0,0,0,0
2238,38,0,0,0,0,0,0,0
2239,38,0,0,0,0,0,0,0
2240,38,0,0,0,0,0,0,0
2241,38,0,0,0,0,0,0,0
2242,38,0,0,0,0,0,0,0
2243,38,0,0,0,0,0,0,0
2244,38,0,0,0,0,0,0,0
2245,38,0,0,0,0,0,0,0
2246,38,0,0,0,0,0,0,0
2247,38,0,0,0,0,0,0,0
2248,38,0,0,0,0,0,0,0
2249,38,0,0,0,0,0,0,0
2250,38,0,0,0,0,0,0,0
2251,38,0,0,0,0,0,0,0
2252,38,0,0,0,0,0,0,0
2253,38,0,0,0,0,0,0,0
2254,38,0,0,0,0,0,0,0
2255,38,0,0,0,0,0,0,0
